name,phone,city,district,taluka,category,address,rating,reviews,website,maps_link,whatsappStatus,contactedAt,lastMessage,notes
Results,8766550642,Ambejogai,Beed,Ambejogai,Training Institute,"Anand Nagar, Ambajogai, Maharashtra 431515",5.0,65,,"https://www.google.com/maps/place/VIVEKANAND+CLASSES,+PCB+,PCM+AMBAJOGAI/@18.7283665,76.3866964,17z/data=!4m10!1m2!2m1!1sTraining+Institute+in+Ambejogai,+Maharashtra!3m6!1s0x3bc55f91200914c1:0x5c52074718ecd135!8m2!3d18.7298129!4d76.3945722!15sCixUcmFpbmluZyBJbnN0aXR1dGUgaW4gQW1iZWpvZ2FpLCBNYWhhcmFzaHRyYVotIit0cmFpbmluZyBpbnN0aXR1dGUgaW4gYW1iZWpvZ2FpIG1haGFyYXNodHJhkgEXZWR1Y2F0aW9uYWxfaW5zdGl0dXRpb26aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTkljSEpVY21WQkVBReABAPoBBAgAEEo!16s%2Fg%2F11j4hd407s?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,8446181810,Ambejogai,Beed,Ambejogai,Tuition Classes,"Guruwar Peth, Gawli Pura, Ambajogai, Maharashtra 431517",5.0,7,,"https://www.google.com/maps/place/KHOT+CHEMISTRY+CLASSES+(KCC),+Best+Coaching+For+PCM+%7C+PCB+%7C+PCMB+%26+All+Competitive+Exam+Coaching+Centre/@18.7340437,76.3763748,16z/data=!4m10!1m2!2m1!1sTuition+Classes+in+Ambejogai,+Maharashtra!3m6!1s0x3bc55fb6df42900d:0x90a4d4ae820ba68b!8m2!3d18.7284944!4d76.3936487!15sCilUdWl0aW9uIENsYXNzZXMgaW4gQW1iZWpvZ2FpLCBNYWhhcmFzaHRyYVoqIih0dWl0aW9uIGNsYXNzZXMgaW4gYW1iZWpvZ2FpIG1haGFyYXNodHJhkgEPY29hY2hpbmdfY2VudGVymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJwV1JrMUVRa05OTW1nMlpETmFRMHhXUm14V01IaHJWV3BDU0ZkWFl4QULgAQD6AQQIABAZ!16s%2Fg%2F11t2y2zvlf?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,8788502500,Ambejogai,Beed,Ambejogai,Competitive Exam Classes,"Adarsh Colony, Magarwadi, Maharashtra 431515",5.0,10,,"https://www.google.com/maps/place/Kshamata+Vardhan+Akadami/@18.7340437,76.3663326,15z/data=!4m10!1m2!2m1!1sCompetitive+Exam+Classes+in+Ambejogai,+Maharashtra!3m6!1s0x3bc55e585459c299:0x69a21ec8b267d618!8m2!3d18.7312981!4d76.3957246!15sCjJDb21wZXRpdGl2ZSBFeGFtIENsYXNzZXMgaW4gQW1iZWpvZ2FpLCBNYWhhcmFzaHRyYVozIjFjb21wZXRpdGl2ZSBleGFtIGNsYXNzZXMgaW4gYW1iZWpvZ2FpIG1haGFyYXNodHJhkgEPY29hY2hpbmdfY2VudGVy4AEA!16s%2Fg%2F11dzdhk2vy?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,9595246816,Ambejogai,Beed,Ambejogai,Training Institute,"in front of Yogeshwari Primary School, Prashant Nagar, Morewadi, Ambajogai, Maharashtra 431515",4.9,445,,"https://www.google.com/maps/place/Ajay+Infotech/@18.7283842,76.3931749,17z/data=!4m10!1m2!2m1!1sTraining+Institute+in+Ambejogai,+Maharashtra!3m6!1s0x3bc55f6a553d5af1:0x2b362df319a24cdb!8m2!3d18.7298083!4d76.388491!15sCixUcmFpbmluZyBJbnN0aXR1dGUgaW4gQW1iZWpvZ2FpLCBNYWhhcmFzaHRyYVotIit0cmFpbmluZyBpbnN0aXR1dGUgaW4gYW1iZWpvZ2FpIG1haGFyYXNodHJhkgEPdHJhaW5pbmdfY2VudGVymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4Q2JscEVRalJUVkVwNVdsVlNkazFzUlRKVVJ6RTJaREprWVdSRlJSQULgAQD6AQQIeRBB!16s%2Fg%2F11dd_lsqxb?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,7277993333,Ambejogai,Beed,Ambejogai,Tuition Classes,"in front of Reliance petrol pump, Jaywanti Nagar, Ambajogai, Maharashtra 431517",4.9,8,,"https://www.google.com/maps/place/RAI+Education+-+NEET+JEE+FOUNDATION+Classes+in+Ambajogai/@18.7284944,76.3846365,16z/data=!4m10!1m2!2m1!1sTuition+Classes+in+Ambejogai,+Maharashtra!3m6!1s0x3bc55f87cc35e15f:0x901edd5e2c628f49!8m2!3d18.7313675!4d76.393363!15sCilUdWl0aW9uIENsYXNzZXMgaW4gQW1iZWpvZ2FpLCBNYWhhcmFzaHRyYVoqIih0dWl0aW9uIGNsYXNzZXMgaW4gYW1iZWpvZ2FpIG1haGFyYXNodHJhkgEXZWR1Y2F0aW9uYWxfaW5zdGl0dXRpb26aAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnBuZVZWWFVsWlVlazQyVFVSU1JGVXlVazVWUlZKcVpEQkdhMVl5WXhBQuABAPoBBAgAEBo!16s%2Fg%2F11yzb6zh55?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,9370497333,Ambejogai,Beed,Ambejogai,Tuition Classes,"Ambedkar Chowk, JAAE COMPLEX, opposite Deendayal bank, above medplus, Ambajogai, Maharashtra 431517",4.6,85,,"https://www.google.com/maps/place/KDS+CLASSES+%7C+Best+Coaching+for+NEET%2FJEE%2FCET+in+Ambajogai,Maharashtra/@18.7280874,76.3853952,16z/data=!4m10!1m2!2m1!1sTuition+Classes+in+Ambejogai,+Maharashtra!3m6!1s0x3bc55e584611fea9:0x88911759e138c7ea!8m2!3d18.7320561!4d76.393549!15sCilUdWl0aW9uIENsYXNzZXMgaW4gQW1iZWpvZ2FpLCBNYWhhcmFzaHRyYVoqIih0dWl0aW9uIGNsYXNzZXMgaW4gYW1iZWpvZ2FpIG1haGFyYXNodHJhkgEXZWR1Y2F0aW9uYWxfaW5zdGl0dXRpb27gAQA!16s%2Fg%2F11f4r26fhh?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,7776941500,Ambejogai,Beed,Ambejogai,NEET Classes,"Infront of Viveksindhu Complex, Ground & 1st Floor, Karad Complex, Sambhaji Chowk Rd, Prashant Nagar, Ambajogai, Maharashtra 431515",4.2,5,,"https://www.google.com/maps/place/Aakash+Institute+-+Best+NEET+%26+IIT-JEE+Coaching+in+Beed,+Ambajogai/@18.729823,76.3900554,17z/data=!4m10!1m2!2m1!1sNEET+Classes+in+Ambejogai,+Maharashtra!3m6!1s0x3bc55fc8c2b45b13:0xce9dbbd3d070eeff!8m2!3d18.729897!4d76.3922176!15sCiZORUVUIENsYXNzZXMgaW4gQW1iZWpvZ2FpLCBNYWhhcmFzaHRyYVonIiVuZWV0IGNsYXNzZXMgaW4gYW1iZWpvZ2FpIG1haGFyYXNodHJhkgEPY29hY2hpbmdfY2VudGVymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ0YWRGTkdjRmRpTW5oaFVWVmFVMVJyVms5T1JUZ3hUVzFPV1Zrell4QULgAQD6AQQIABAs!16s%2Fg%2F11mcj34kh7?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Tech Masters Training And Study Centre Ambajogai,7020725019,Ambejogai,Beed,Ambejogai,Computer Classes,"Mandi Bazar, Arish colony, Ambajogai, Maharashtra 431517",5.0,3,,"https://www.google.com/maps/place/Tech+Masters+Training+and+Study+Centre+Ambajogai/@18.736873,76.3882889,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc55fdf98225e17:0x8872b0289b065d6a!8m2!3d18.736873!4d76.3882889!16s%2Fg%2F11ydtg5wcn?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Viraj Infotech,9858431212,Ambejogai,Beed,Ambejogai,Computer Classes,"Shriniwasa,3rd Floor,Yashwantrao Chowk, Ambajogai, Maharashtra 431517",4.1,31,,"https://www.google.com/maps/place/Viraj+Infotech/@18.7172055,76.3730277,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc55e71008a84bd:0x5f2926863dfd0508!8m2!3d18.7172055!4d76.3730277!16s%2Fg%2F11c3svd1hg?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Yoddha Computers,9766203034,Ambejogai,Beed,Ambejogai,Computer Classes,"Shop No 1, Parli Rd, Gawli Pura, Ambajogai, Maharashtra 431515",4.7,6,,"https://www.google.com/maps/place/Yoddha+Computers/@18.7322625,76.3921904,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc55e5f364c4c09:0xefa3aca6182f5a29!8m2!3d18.7322625!4d76.3921904!16s%2Fg%2F1th1shqx?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Ypc Classes Ambajogai,9860006120,Ambejogai,Beed,Ambejogai,NEET Coaching,"near maitri apartment, Anand Nagar, Ambajogai, Maharashtra 431517",4.1,26,,"https://www.google.com/maps/place/YPC+CLASSES+Ambajogai/@18.7293215,76.39408,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc55e5ec92322a3:0x23a66b2c436bd9cc!8m2!3d18.7293215!4d76.39408!16s%2Fg%2F11cn974hvq?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Brahma Kumaris Ashti Beed,9422931616,Ashti,Beed,Ashti,NEET Classes,"AMRIT BHAWAN, near SWAMISAMARTH MANDIR, Ashti, Maharashtra 414203",3.3,3,,"https://www.google.com/maps/place/Brahma+Kumaris+Ashti+(Beed)/@18.8009965,74.0139192,9z/data=!4m10!1m2!2m1!1sNEET+Classes+in+Ashti,+Maharashtra!3m6!1s0x3bc4b023a56c7f85:0x687b7c15f873b8c8!8m2!3d18.8047568!4d75.1626095!15sCiJORUVUIENsYXNzZXMgaW4gQXNodGksIE1haGFyYXNodHJhkgERbWVkaXRhdGlvbl9jZW50ZXLgAQA!16s%2Fg%2F11c3tjxwly?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,9623375627,Ashti,Beed,Ashti,Academy,"Sayyed Nagar, Patoda, Maharashtra 414204",5.0,1,,"https://www.google.com/maps/place/Sankalp+Coaching+Classes/@18.7797193,70.5463178,7z/data=!4m9!1m2!2m1!1sAcademy+in+Ashti,+Maharashtra!3m5!1s0x3bc4cf9ef4dd3c1f:0xcd20ec81b02f17e8!8m2!3d18.8052198!4d75.4776482!16s%2Fg%2F11n9cqfrwb?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,8087888955,Ashti,Beed,Ashti,Coaching Classes,"Flat No 301, Namo Appartment, Pipeline Road, Maliwada, Sawedi, Ashti, Maharashtra 414203",5.0,2,,"https://www.google.com/maps/place/SHIKSHA+MANDIR+ACADEMY+PRIVATE+LIMITED/@21.1995162,73.5710002,7z/data=!4m10!1m2!2m1!1sCoaching+Classes+in+Ashti,+Maharashtra!3m6!1s0x3bc4b1fdd255e8bd:0x839403341f87ee64!8m2!3d18.8033918!4d75.1769734!15sCiZDb2FjaGluZyBDbGFzc2VzIGluIEFzaHRpLCBNYWhhcmFzaHRyYVonIiVjb2FjaGluZyBjbGFzc2VzIGluIGFzaHRpIG1haGFyYXNodHJhkgEQZWR1Y2F0aW9uX2NlbnRlcpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSMGIyOWZNMU4zRUFF4AEA-gEECAAQOw!16s%2Fg%2F11l2hpjgkt?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,9503287304,Ashti,Beed,Ashti,Coaching Classes,"Mangalwarpura, Ashti, Maharashtra 442202",5.0,3,,"https://www.google.com/maps/place/Shivsmruti+cochin+center/@18.8134335,70.548009,7z/data=!4m10!1m2!2m1!1sCoaching+Classes+in+Ashti,+Maharashtra!3m6!1s0x3bd437f0285a4d7f:0xef1898ba751d4b9d!8m2!3d21.20809!4d78.19634!15sCiZDb2FjaGluZyBDbGFzc2VzIGluIEFzaHRpLCBNYWhhcmFzaHRyYVonIiVjb2FjaGluZyBjbGFzc2VzIGluIGFzaHRpIG1haGFyYXNodHJhkgEQZWR1Y2F0aW9uX2NlbnRlcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSb2Rrb3labXhSUlJBQuABAPoBBAgAEDs!16s%2Fg%2F11ptyffdfl?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,9763912710,Ashti,Beed,Ashti,Computer Institute,"RCV5 RQ8, Ashti, Maharashtra 413303",5.0,1,,"https://www.google.com/maps/place/Narveer+Computer+Institute,+Ashti+(NCI)/@21.2001289,73.5717645,7z/data=!4m10!1m2!2m1!1sComputer+Institute+in+Ashti,+Maharashtra!3m6!1s0x3bc43f15bba1dbc3:0x4744b422c6806ea1!8m2!3d17.8445458!4d75.4094447!15sCihDb21wdXRlciBJbnN0aXR1dGUgaW4gQXNodGksIE1haGFyYXNodHJhkgEbc29mdHdhcmVfdHJhaW5pbmdfaW5zdGl0dXRl4AEA!16s%2Fg%2F11dy7dgk_3?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,7083932815,Ashti,Beed,Ashti,Computer Institute,"Shree Ganesh Computers, Station Road, near State Bank of India, Maliwada, Ashti, Maharashtra 414203",5.0,2,,"https://www.google.com/maps/place/SHREE+GANESH+COMPUTERS/@17.8445458,70.7951869,7z/data=!4m10!1m2!2m1!1sComputer+Institute+in+Ashti,+Maharashtra!3m6!1s0x3bc4b198e989d3f3:0xd15f78fb865d627d!8m2!3d18.8047102!4d75.1741041!15sCihDb21wdXRlciBJbnN0aXR1dGUgaW4gQXNodGksIE1haGFyYXNodHJhWikiJ2NvbXB1dGVyIGluc3RpdHV0ZSBpbiBhc2h0aSBtYWhhcmFzaHRyYZIBEGNvbXB1dGVyX3NlcnZpY2WaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjFLUmxWNmFIQlVTRVpXVmtWa1RGSnNUbFZWV0hCSVYwZEtVbEV5WXhBQuABAPoBBAgAEEQ!16s%2Fg%2F11t_jxg7_k?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,8408844487,Ashti,Beed,Ashti,Computer Institute,"Akoli, near ZILHA PARISHAD SCHOOL, Ashti, Maharashtra 431507",5.0,5,,"https://www.google.com/maps/place/Swarajay+Computer+Ashti/@17.8445458,70.7951869,7z/data=!4m10!1m2!2m1!1sComputer+Institute+in+Ashti,+Maharashtra!3m6!1s0x3bdabdaa094c3597:0xaadffd6cf3d9b58e!8m2!3d19.3787036!4d76.2235855!15sCihDb21wdXRlciBJbnN0aXR1dGUgaW4gQXNodGksIE1haGFyYXNodHJhkgEQZWR1Y2F0aW9uX2NlbnRlcuABAA!16s%2Fg%2F11f38jh0v4?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,9730417070,Ashti,Beed,Ashti,Computer Institute,"Near, MSEB, Nagar Beed Road, Ashti, Maharashtra 414203",5.0,2,,"https://www.google.com/maps/place/Shivsai+Computers+%26+Multi+Services+Ashti/@17.8445458,70.7951869,7z/data=!4m10!1m2!2m1!1sComputer+Institute+in+Ashti,+Maharashtra!3m6!1s0x3bc4b1a495b9b013:0xf65ad38341525ec!8m2!3d18.8024547!4d75.1727249!15sCihDb21wdXRlciBJbnN0aXR1dGUgaW4gQXNodGksIE1haGFyYXNodHJhkgENaW50ZXJuZXRfY2FmZeABAA!16s%2Fg%2F11v66my0dx?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,9689141630,Ashti,Beed,Ashti,Coaching Classes,"1, Matkuli, Ashti, Maharashtra 414203",4.6,5,,"https://www.google.com/maps/place/NG+Academy/@21.1995162,73.5710002,7z/data=!4m10!1m2!2m1!1sCoaching+Classes+in+Ashti,+Maharashtra!3m6!1s0x3bc4b11e3e8a28c5:0x9fe0da78b4de84ae!8m2!3d18.8134335!4d75.1622668!15sCiZDb2FjaGluZyBDbGFzc2VzIGluIEFzaHRpLCBNYWhhcmFzaHRyYZIBD2NvYWNoaW5nX2NlbnRlcuABAA!16s%2Fg%2F11wqw8lh6b?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,9423421422,Ashti,Beed,Ashti,Computer Institute,"At Post Ashti (Shaheed), Tq Ashti, Dist Wardha (MS), Ashti, Maharashtra 442202",4.1,19,,"https://www.google.com/maps/place/%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%80+%E0%A4%95%E0%A4%AE%E0%A5%8D%E0%A4%AA%E0%A5%8D%E0%A4%AF%E0%A5%82%E0%A4%9F%E0%A4%B0%E0%A5%8D%E0%A4%B8+%E0%A4%86%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A5%80+%E0%A4%B6%E0%A4%BE%E0%A4%B9%E0%A5%80%E0%A4%A6/@18.7530246,70.5350167,7z/data=!4m10!1m2!2m1!1sComputer+Institute+in+Ashti,+Maharashtra!3m6!1s0x3bd43bccbc4a00c3:0xa76da16440d3b57f!8m2!3d21.2001289!4d78.1860223!15sCihDb21wdXRlciBJbnN0aXR1dGUgaW4gQXNodGksIE1haGFyYXNodHJhkgEYY29tcHV0ZXJfdHJhaW5pbmdfc2Nob29s4AEA!16s%2Fg%2F11bx4dd3_q?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,8600203135,Ashti,Beed,Ashti,Coaching Classes,,4.0,4,,"https://www.google.com/maps/place/Yashodeep+coaching+classes+with+shyam+sir/@21.1200639,76.5203865,7z/data=!4m10!1m2!2m1!1sCoaching+Classes+in+Ashti,+Maharashtra!3m6!1s0x3bd43b0060176c61:0x14690bac3367ef8c!8m2!3d21.1995162!4d78.185258!15sCiZDb2FjaGluZyBDbGFzc2VzIGluIEFzaHRpLCBNYWhhcmFzaHRyYZIBEGVkdWNhdGlvbl9jZW50ZXLgAQA!16s%2Fg%2F11whxn7z16?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Results,7558336668,Ashti,Beed,Ashti,Tuition Classes,"Market yard, Umar Nagar, Tq, Ashti, Maharashtra 414203",,,,"https://www.google.com/maps/place/Ashti+Classes/@21.1772854,73.5707865,7z/data=!4m10!1m2!2m1!1sTuition+Classes+in+Ashti,+Maharashtra!3m6!1s0x3bc4b1fd91a72f2f:0x819bf6238a3b5b1b!8m2!3d18.8064608!4d75.1718767!15sCiVUdWl0aW9uIENsYXNzZXMgaW4gQXNodGksIE1haGFyYXNodHJhkgEGYXJ0aXN04AEA!16s%2Fg%2F11z0n8lqkq?entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Balbhim Arts Science And Commerce College Beed,9657154137,Beed,Beed,,Commerce Classes,"Balbhim Nagar Path, Bir, Beed, Maharashtra 431122",4.3,366,,"https://www.google.com/maps/place/Balbhim+Arts,+Science+and+Commerce+College,+Beed/@18.9882528,75.7597959,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc52ae008956c15:0xed22e06195f0045b!8m2!3d18.9882528!4d75.7597959!16s%2Fg%2F1tfnrfwt?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Dr.nahar's House Of Biology,9260676188,Beed,Beed,,1st to 12th classes,"Umakiran campus, Pangari Rd, in front of Urvi capital, Shriram Nagar, Beed, Maharashtra 431122",5.0,6,,https://www.google.com/maps/place/Dr.Nahar%27s+House+Of+Biology/data=!4m7!3m6!1s0x3bc52b24bc85f415:0xcb170d9db7b7c408!8m2!3d18.9931119!4d75.749487!16s%2Fg%2F11tnj4f68k!19sChIJFfSFvCQrxTsRCMS3t50NF8s?authuser=0&hl=en&rclk=1,not_contacted,,,
Excellence Science Academy Beed,8275268600,Beed,Beed,,Academy,"XPVW H4P, Jawhar Colony Rd, Jawahar Colony, Suhash Colony, Beed, Maharashtra 431122",5.0,1,,"https://www.google.com/maps/place/Excellence+Science+Academy+Beed/@18.9939682,75.7453308,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc52ba5786a0d55:0x3a3d39a639d428fb!8m2!3d18.9939682!4d75.7453308!16s%2Fg%2F11mb4w8jb5?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Firstep Dance Academy Beed,9657654123,Beed,Beed,,Dance Classes,"Shop No.1, Phulai Nagar Krishna, Vitthal Mandir Road, Shahunagar, Beed, Maharashtra 431122",4.2,5,,"https://www.google.com/maps/place/Firstep+Dance+Academy+Beed/@19.0010322,75.7488673,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc52bec1bec422d:0x84af0b57c7953d1!8m2!3d19.0010322!4d75.7488673!16s%2Fg%2F11pcsyd2p2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Genius NEET IIT Foundation,9067481212,Beed,Beed,,IIT JEE coaching,"Tuljai Chowk, Sai Residency, beside Garge Vachanalay, Bhaya Nagar, Datta Nagar, Beed, Maharashtra 431122",5.0,2,,https://www.google.com/maps/place/GENIUS+NEET-IIT+FOUNDATION/data=!4m7!3m6!1s0x3bc52ae9124a4c1f:0xab394c9bd43121ea!8m2!3d18.9861214!4d75.7443508!16s%2Fg%2F11fxwbf3dh!19sChIJH0xKEukqxTsR6iEx1JtMOas?authuser=0&hl=en&rclk=1,not_contacted,,,
Guru Commerce Academy,8888236879,Beed,Beed,,1st to 12th classes,"Shrihari' Building, Sant Savta Marg, beside Prayag Lawns, Sawata Nagar, Beed, Maharashtra 431122",4.9,16,,https://www.google.com/maps/place/Guru+Commerce+Academy/data=!4m7!3m6!1s0x3bc52b23dc71c85f:0xab566f5e9e4c2b6c!8m2!3d18.9978668!4d75.7603896!16s%2Fg%2F11fj6slc7n!19sChIJX8hx3CMrxTsRbCtMnl5vVqs?authuser=0&hl=en&rclk=1,not_contacted,,,
I Can Spoken English Classes,8856934323,Beed,Beed,,Spoken English,"Bhakti Construction Road, Maharashtra 431122",,,,"https://www.google.com/maps/place/I+CAN+SPOKEN+ENGLISH+CLASSES/@18.9947955,75.7441379,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc52ba375b172af:0x2d0bf746c0a33bcf!8m2!3d18.9947955!4d75.7441379!16s%2Fg%2F11pf5nyd85?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Icon Academy,8275004307,Beed,Beed,,Academy,"HN 5448, Gayatri Colony, Pimpargavan Rd, Dnyaneshwar Nagar, Dattadham Nagar, Beed, Maharashtra 431122",5.0,2,,"https://www.google.com/maps/place/Icon+academy/@18.9981569,75.7438465,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc52bd237ca790b:0xc8c50d3b75a9e1d3!8m2!3d18.9981569!4d75.7438465!16s%2Fg%2F11rxycl2np?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYwMy4xIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Jadhav Proactive Abacus And Coaching Classes Beed,8055542777,Beed,Beed,,Abacus Classes,"Sant, near Tulsi English school, Dnyaneshwar Nagar, Beed, Maharashtra 431122",,,,"https://www.google.com/maps/place/JADHAV+PROACTIVE+ABACUS+AND+COACHING+CLASSES,+Beed/@18.9958661,75.7422821,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc52b17d8c19083:0x1fe641ce51368a7a!8m2!3d18.9958661!4d75.7422821!16s%2Fg%2F11vwnyl4yt?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Kulkarni Education,9930434232,Beed,Beed,Beed,IIT JEE coaching,"Ranganath Krupa, Satwai maidan road, in front of HP Gas agency, Malives, Beed, Maharashtra 431122",5.0,4,,https://www.google.com/maps/place/Kulkarni+Education/data=!4m7!3m6!1s0x3bc52b5abd7371e1:0xe52dbf19db637046!8m2!3d18.9962995!4d75.7605995!16s%2Fg%2F11j65jjz3d!19sChIJ4XFzvVorxTsRRnBj2xm_LeU?authuser=0&hl=en&rclk=1,not_contacted,,,
Lamb's Mathematics Classes,8482954799,Beed,Beed,Beed,IIT JEE coaching,"Urvi Capital, Tendulkar's Educational Hub, Pangari Rd, near Umakiran Sankul, Kranti Nagar, Beed, Maharashtra 431122",4.9,73,,https://www.google.com/maps/place/Lamb%27s+Mathematics+Classes+%28+IIT+JEE+I+MHTCET+I+FOUNDATION+%29/data=!4m7!3m6!1s0x3bc52b10eea25ccd:0x33dcf7072355d936!8m2!3d18.996286!4d75.749487!16s%2Fg%2F11y9pvdby9!19sChIJzVyi7hArxTsRNtlVIwf33DM?authuser=0&hl=en&rclk=1,not_contacted,,,
Mauli Computer Institute,9765195060,Beed,Beed,,Computer Classes,"Navgan College Road, Shivaji Nagar, Beed, नवगण कॉलेज रोड, शिवाजी नगर, बीड, Beed, Maharashtra 431122",4.3,15,,"https://www.google.com/maps/place/Mauli+Computer+Institute/@18.98547,75.7516178,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc52ae7a724c675:0x67ae9f2dd3c1b89e!8m2!3d18.98547!4d75.7516178!16s%2Fg%2F11c6ccf2bc?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Med Excellence Classes,8999114847,Beed,Beed,,NEET coaching,"XQM3 2G8, Bir, Beed, Maharashtra 431122",4.6,11,,https://www.google.com/maps/place/MED-EXCELLENCE+CLASSES/data=!4m7!3m6!1s0x3bc52b913c3e3779:0x3f4618237525fcf5!8m2!3d18.9825417!4d75.7538304!16s%2Fg%2F11q384sy83!19sChIJeTc-PJErxTsR9fwldSMYRj8?authuser=0&hl=en&rclk=1,not_contacted,,,
Microworld Computer Academy,9850177348,Beed,Beed,,Computer Classes,"Bhaya Nagar, Datta Nagar, Beed, Maharashtra 431122",4.8,11,,"https://www.google.com/maps/place/Microworld+Computer+Academy/@18.9853792,75.7473231,17z/data=!3m1!4b1!4m6!3m5!1s0x3bc52ae8402a7497:0x4091afaf119d2038!8m2!3d18.9853792!4d75.7473231!16s%2Fg%2F11g6986k9g?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDYxNi4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
